name,code,ean,description,photos,category_path,category_name,price_net,tax,price_gross,currency,is_available,stock,availability_date,base_unit_of_measure,items_in_package_count,has_carton_packaging,base_units_in_carton_count,hs_code,country_of_origin,width_cm,height_cm,depth_cm,weight_kg,remarks
"Birthday candle Number 30, gold, 7.5cm",SCU5-30-019,5900779120266,"Birthday candle Number 30,gold glittery, size approx. 7.5 cm.",https://shop.partydeco.pl/media/products/ccc1459d9080753d55c747cb7116220f/images/SCU5-30-019_01_S.jpg;https://shop.partydeco.pl/media/products/ccc1459d9080753d55c747cb7116220f/images/SCU5-30-019_op_01_S.jpg;https://shop.partydeco.pl/media/products/ccc1459d9080753d55c747cb7116220f/images/SCU5-30-019_02_S.jpg;https://shop.partydeco.pl/media/products/ccc1459d9080753d55c747cb7116220f/images/SCU5-30-019_03_S.jpg;https://shop.partydeco.pl/media/products/ccc1459d9080753d55c747cb7116220f/images/SCU5-30-019_04_S.jpg;https://shop.partydeco.pl/media/products/ccc1459d9080753d55c747cb7116220f/images/SCU5-30-019_05_S.jpg,"Products > Birthday candles and numbers > Birthday candles Numbers","Birthday candles Numbers",3.00,23,3.69,PLN,1,300,,PC,1,1,24,34060000,CHN,11,16,1.2,0.044,"'Only the plastic base is intended for contact with food.'"
"Plain birthday candles, light pink, 14cm (1 pkt / 12 pc.)",SCD-2-081J,5900779105911,"Plain birthday candles in light pink colour, height approx. 14 cm. Set contains 12 candles and holders.<BR>(1 pkt / 12 pc.)",https://shop.partydeco.pl/media/products/090aead3e19acf0e3848b144fe865dfd/images/SCD-2-081J_01_S.jpg;https://shop.partydeco.pl/media/products/090aead3e19acf0e3848b144fe865dfd/images/SCD-2-081J_op_01_S.jpg;https://shop.partydeco.pl/media/products/090aead3e19acf0e3848b144fe865dfd/images/SCD-2-081J_02_S.jpg,"Products > Birthday candles and numbers > Birthday candles","Birthday candles",3.69,23,4.54,PLN,1,300,,PK,12,1,24,34060000,CHN,24.6,1,6.5,0.0464,"'Only the plastic base is intended for contact with food.'"
"Napkins Heart, 14.5x12.5cm (1 pkt / 20 pc.)",SPK12-019ME,5902230750104,"Paper napkins in shape of heart in white colour with metallic gold print, size after unfolding approx. 28.5 x 25 cm, size after folding approx. 14.5 x 12.5 cm.<BR>(1 pkt / 20 pc.)",https://shop.partydeco.pl/media/products/232c9b7aad98b5ea53c3ae9c2c9e2263/images/SPK12-019ME_01_S.jpg;https://shop.partydeco.pl/media/products/232c9b7aad98b5ea53c3ae9c2c9e2263/images/SPK12-019ME_op_01_S.jpg,"Products > Napkins / Candles > Napkins with print","Napkins with print",7.62,23,9.37,PLN,1,300,,PK,20,1,12,48183000,CHN,17.5,17.5,1,0.062,
"Paper straws, kraft, 19.5cm (1 pkt / 10 pc.)",SPP9-031,5900779119130,"Straws made of kraft paper, length approx. 19.5 cm.<BR>(1 pkt / 10 pc.)",https://shop.partydeco.pl/media/products/e3e47855b7a59c5c5c2ed070672d4853/images/SPP9-031_01_S.jpg;https://shop.partydeco.pl/media/products/e3e47855b7a59c5c5c2ed070672d4853/images/SPP9-031_02_S.jpg;https://shop.partydeco.pl/media/products/e3e47855b7a59c5c5c2ed070672d4853/images/SPP9-031_op_01_S.jpg,"Products > Cups / Plates / Cutlery / Straws > Paper straws","Paper straws",1.11,23,1.37,PLN,1,300,,PK,10,1,50,48239085,CHN,7.5,27.4,0.7,0.016,
"Birthday candle Number 2, gold, 10cm",SCU4-2-019,5900779118553,"Birthday candle Number 2,gold glittery, size approx.  10cm.",https://shop.partydeco.pl/media/products/a0dfa25f3144553385556facec1633d6/images/SCU4-2-019_01_S.jpg;https://shop.partydeco.pl/media/products/a0dfa25f3144553385556facec1633d6/images/SCU4-2-019_op_01_S.jpg,"Products > Birthday candles and numbers > Birthday candles Numbers","Birthday candles Numbers",3.20,23,3.94,PLN,0,0,2021-08-24,PC,1,1,24,34060000,CHN,10,1,20,0.033,"'Only the plastic base is intended for contact with food.'"
"Birthday candle Number 40, gold, 7.5cm",SCU5-40-019,5900779120297,"Birthday candle Number 40 in gold glittery colour, size approx. 7.5 cm.",https://shop.partydeco.pl/media/products/5cd40e733a8e21ef39e319263bb584ae/images/SCU5-40-019_01_S.jpg;https://shop.partydeco.pl/media/products/5cd40e733a8e21ef39e319263bb584ae/images/SCU5-40-019_02_S.jpg;https://shop.partydeco.pl/media/products/5cd40e733a8e21ef39e319263bb584ae/images/SCU5-40-019_03_S.jpg;https://shop.partydeco.pl/media/products/5cd40e733a8e21ef39e319263bb584ae/images/SCU5-40-019_op_01_S.jpg;https://shop.partydeco.pl/media/products/5cd40e733a8e21ef39e319263bb584ae/images/SCU5-40-019_04_S.jpg;https://shop.partydeco.pl/media/products/5cd40e733a8e21ef39e319263bb584ae/images/SCU5-40-019_05_S.jpg,"Products > Birthday candles and numbers > Birthday candles Numbers","Birthday candles Numbers",3.00,23,3.69,PLN,1,300,,PC,1,1,24,34060000,CHN,11,16,1.2,0.042,"'Only the plastic base is intended for contact with food.'"
"Paper straws, kraft, 19.5cm (1 pkt / 250 pc.)",SPP9-031-250,5900779119161,"Straws made of kraft paper, length approx. 19.5 cm.<BR>(1 pkt / 250 pc.)",https://shop.partydeco.pl/media/products/ce1e08fba826c0bbc4c9d63743fd03ba/images/SPP9-031-250_01_S.jpg;https://shop.partydeco.pl/media/products/ce1e08fba826c0bbc4c9d63743fd03ba/images/SPP9-031-250_02_S.jpg;https://shop.partydeco.pl/media/products/ce1e08fba826c0bbc4c9d63743fd03ba/images/SPP9-031-250_op_01_S.jpg,"Products > Cups / Plates / Cutlery / Straws > Paper straws","Paper straws",15.15,23,18.63,PLN,1,300,,PK,250,1,40,48239085,CHN,17,20,6,0.296,
"Birthday candle Number 3, gold, 10cm",SCU4-3-019,5900779118645,"Birthday candle Number 3,gold glittery, size approx.  10cm.",https://shop.partydeco.pl/media/products/72184c350e6f7f40f8848f369ea8390f/images/SCU4-3-019_01_S.jpg;https://shop.partydeco.pl/media/products/72184c350e6f7f40f8848f369ea8390f/images/SCU4-3-019_op_01_S.jpg,"Products > Birthday candles and numbers > Birthday candles Numbers","Birthday candles Numbers",3.20,23,3.94,PLN,0,0,2021-08-24,PC,1,1,24,34060000,CHN,10,1,20,0.03,"'Only the plastic base is intended for contact with food.'"
"Birthday candle Number 50, gold, 7.5cm",SCU5-50-019,5900779120327,"Birthday candle Number 50 in gold glittery colour, size approx.  7.5 cm.",https://shop.partydeco.pl/media/products/6c016ddd90cd39f0fe9a68ad10223c68/images/SCU5-50-019_01_S.jpg;https://shop.partydeco.pl/media/products/6c016ddd90cd39f0fe9a68ad10223c68/images/SCU5-50-019_op_01_S.jpg;https://shop.partydeco.pl/media/products/6c016ddd90cd39f0fe9a68ad10223c68/images/SCU5-50-019_02_S.jpg;https://shop.partydeco.pl/media/products/6c016ddd90cd39f0fe9a68ad10223c68/images/SCU5-50-019_03_S.jpg;https://shop.partydeco.pl/media/products/6c016ddd90cd39f0fe9a68ad10223c68/images/SCU5-50-019_04_S.jpg;https://shop.partydeco.pl/media/products/6c016ddd90cd39f0fe9a68ad10223c68/images/SCU5-50-019_05_S.jpg,"Products > Birthday candles and numbers > Birthday candles Numbers","Birthday candles Numbers",3.00,23,3.69,PLN,1,300,,PC,1,1,24,34060000,CHN,11,16,1.2,0.044,"'Only the plastic base is intended for contact with food.'"
"Birthday candle Number 4, gold, 10cm",SCU4-4-019,5900779118737,"Birthday candle Number 4,gold glittery, size approx.  10cm.",https://shop.partydeco.pl/media/products/b9b85223386dd9db52a84a1114d847d4/images/SCU4-4-019_01_S.jpg;https://shop.partydeco.pl/media/products/b9b85223386dd9db52a84a1114d847d4/images/SCU4-4-019_op_01_S.jpg,"Products > Birthday candles and numbers > Birthday candles Numbers","Birthday candles Numbers",3.20,23,3.94,PLN,0,0,2021-08-24,PC,1,1,24,34060000,CHN,10,1,20,0.027,"'Only the plastic base is intended for contact with food.'"
"Birthday candle Number 60, gold, 7.5cm",SCU5-60-019,5900779120358,"Birthday candle Number 60 in gold glittery colour, size approx.  7.5 cm.",https://shop.partydeco.pl/media/products/21cbf0ef64b3b5b814fce1eab8854f2c/images/SCU5-60-019_01_S.jpg;https://shop.partydeco.pl/media/products/21cbf0ef64b3b5b814fce1eab8854f2c/images/SCU5-60-019_op_01_S.jpg;https://shop.partydeco.pl/media/products/21cbf0ef64b3b5b814fce1eab8854f2c/images/SCU5-60-019_02_S.jpg;https://shop.partydeco.pl/media/products/21cbf0ef64b3b5b814fce1eab8854f2c/images/SCU5-60-019_03_S.jpg;https://shop.partydeco.pl/media/products/21cbf0ef64b3b5b814fce1eab8854f2c/images/SCU5-60-019_04_S.jpg;https://shop.partydeco.pl/media/products/21cbf0ef64b3b5b814fce1eab8854f2c/images/SCU5-60-019_05_S.jpg,"Products > Birthday candles and numbers > Birthday candles Numbers","Birthday candles Numbers",3.00,23,3.69,PLN,1,300,,PC,1,1,24,34060000,CHN,11,16,1.2,0.044,"'Only the plastic base is intended for contact with food.'"
"Birthday candle Number 5, gold, 10cm",SCU4-5-019,5900779118829,"Birthday candle Number 5,gold glittery, size approx.  10cm.",https://shop.partydeco.pl/media/products/6c832082331332a4b3fe2d1433fe662c/images/SCU4-5-019_01_S.jpg;https://shop.partydeco.pl/media/products/6c832082331332a4b3fe2d1433fe662c/images/SCU4-5-019_op_01_S.jpg,"Products > Birthday candles and numbers > Birthday candles Numbers","Birthday candles Numbers",3.20,23,3.94,PLN,1,1,,PC,1,1,24,34060000,CHN,10,1,20,0.03,"'Only the plastic base is intended for contact with food.'"
"Birthday candle Number 6, gold, 10cm",SCU4-6-019,5900779118911,"Birthday candle Number 6,gold glittery, size approx.  10cm.",https://shop.partydeco.pl/media/products/06c4aa2ae372bd78e4b6236fb76b16a4/images/SCU4-6-019_01_S.jpg;https://shop.partydeco.pl/media/products/06c4aa2ae372bd78e4b6236fb76b16a4/images/SCU4-6-019_op_01_S.jpg,"Products > Birthday candles and numbers > Birthday candles Numbers","Birthday candles Numbers",3.20,23,3.94,PLN,0,0,2021-08-24,PC,1,1,24,34060000,CHN,10,1,20,0.03,"'Only the plastic base is intended for contact with food.'"
"Birthday candle Number 7, gold, 10cm",SCU4-7-019,5900779119000,"Birthday candle Number 7,gold glittery, size approx.  10cm.",https://shop.partydeco.pl/media/products/d9d324aa29a8679db2a3d9f076c7ac0a/images/SCU4-7-019_01_S.jpg;https://shop.partydeco.pl/media/products/d9d324aa29a8679db2a3d9f076c7ac0a/images/SCU4-7-019_op_01_S.jpg,"Products > Birthday candles and numbers > Birthday candles Numbers","Birthday candles Numbers",3.20,23,3.94,PLN,0,0,2021-08-24,PC,1,1,24,34060000,CHN,10,1,20,0.025,"'Only the plastic base is intended for contact with food.'"
"Paper Straws, black, 19.5cm (1 pkt / 250 pc.)",SPP1-010-250,5900779120174,"Paper straws in black colour with slanted, white stripes, length approx. 19.5 cm.<BR>(1 pkt / 250 pc.)",https://shop.partydeco.pl/media/products/63f53fe3069a9f8f43be3d462d617e78/images/SPP1-010-250_op_01_S.jpg;https://shop.partydeco.pl/media/products/63f53fe3069a9f8f43be3d462d617e78/images/SPP1-010-250_01_S.jpg;https://shop.partydeco.pl/media/products/63f53fe3069a9f8f43be3d462d617e78/images/SPP1-010-250_02_S.jpg;https://shop.partydeco.pl/media/products/63f53fe3069a9f8f43be3d462d617e78/images/SPP1-010-250_04_S.jpg;https://shop.partydeco.pl/media/products/63f53fe3069a9f8f43be3d462d617e78/images/SPP1-010-250_07_S.jpg;https://shop.partydeco.pl/media/products/63f53fe3069a9f8f43be3d462d617e78/images/SPP1-010-250_08_S.jpg;https://shop.partydeco.pl/media/products/63f53fe3069a9f8f43be3d462d617e78/images/SPP1-010-250_11_S.jpg;https://shop.partydeco.pl/media/products/63f53fe3069a9f8f43be3d462d617e78/images/SPP1-010-250_12_S.jpg,"Products > Cups / Plates / Cutlery / Straws > Paper straws","Paper straws",15.15,23,18.63,PLN,1,300,,PK,250,1,40,48239085,CHN,17,6,20,0.311,
"Birthday candle Number 8, gold, 10cm",SCU4-8-019,5900779119093,"Birthday candle Number 8,gold glittery, size approx.  10cm.",https://shop.partydeco.pl/media/products/9927fde252a64f58d91ff93cc655b972/images/SCU4-8-019_01_S.jpg;https://shop.partydeco.pl/media/products/9927fde252a64f58d91ff93cc655b972/images/SCU4-8-019_op_01_S.jpg,"Products > Birthday candles and numbers > Birthday candles Numbers","Birthday candles Numbers",3.20,23,3.94,PLN,0,0,2021-08-24,PC,1,1,24,34060000,CHN,10,1,20,0.032,"'Only the plastic base is intended for contact with food.'"
"Birthday candle Number 9, gold, 10cm",SCU4-9-019,5900779119185,"Birthday candle Number 9,gold glittery, size approx.  10cm.",https://shop.partydeco.pl/media/products/7114f541aa26159b65d21dcf8f4366eb/images/SCU4-9-019_01_S.jpg;https://shop.partydeco.pl/media/products/7114f541aa26159b65d21dcf8f4366eb/images/SCU4-9-019_op_01_S.jpg,"Products > Birthday candles and numbers > Birthday candles Numbers","Birthday candles Numbers",3.20,23,3.94,PLN,0,0,2021-06-21,PC,1,1,24,34060000,CHN,10,1,20,0.027,"'Only the plastic base is intended for contact with food.'"
"Tote bag - Team bride, white, 39x42cm",TB5-008-019R,5900779124714,"Tote bag made of white cotton with rose gold inscription Team bride, size approx. 39 x 42 cm.",https://shop.partydeco.pl/media/products/8f41e9fb56207d2f848e985f4f900f34/images/TB5-008-019R_01_S.jpg;https://shop.partydeco.pl/media/products/8f41e9fb56207d2f848e985f4f900f34/images/TB5-008-019R_02_S.jpg;https://shop.partydeco.pl/media/products/8f41e9fb56207d2f848e985f4f900f34/images/TB5-008-019R_03_S.jpg;https://shop.partydeco.pl/media/products/8f41e9fb56207d2f848e985f4f900f34/images/TB5-008-019R_op_01_S.jpg,"Products > Wrapping paper and Gift bags / Baker's Twine","Wrapping paper and Gift bags / Baker's Twine",14.17,23,17.43,PLN,1,300,,PC,1,1,24,42029298,CHN,39,42,0.2,0.068,
"Tote bag - Here comes the bride, white, 39x42cm",TB4-008-019R,5900779124684,"Tote bag made of white cotton with rose gold inscription Here comes the bride, size approx. 39 x 42 cm.",https://shop.partydeco.pl/media/products/f8ce35f19f70f13a35b1689121f86af5/images/TB4-008-019R_01_S.jpg;https://shop.partydeco.pl/media/products/f8ce35f19f70f13a35b1689121f86af5/images/TB4-008-019R_02_S.jpg;https://shop.partydeco.pl/media/products/f8ce35f19f70f13a35b1689121f86af5/images/TB4-008-019R_03_S.jpg;https://shop.partydeco.pl/media/products/f8ce35f19f70f13a35b1689121f86af5/images/TB4-008-019R_04_S.jpg;https://shop.partydeco.pl/media/products/f8ce35f19f70f13a35b1689121f86af5/images/TB4-008-019R_op_01_S.jpg,"Products > Wrapping paper and Gift bags / Baker's Twine","Wrapping paper and Gift bags / Baker's Twine",14.17,23,17.43,PLN,1,300,,PC,1,1,24,42029298,CHN,39,42,0.2,0.068,
"Plates Same penis forever, rose gold, 26.5x15.5cm (1 pkt / 6 pc.)",TPP70,5900779124431,"Plates Same penis fortever made of rose gold metallic paper in rose gold colour, size approx. 26.5 x 16.5 cm.<BR>(1 pkt / 6 pc.)",https://shop.partydeco.pl/media/products/99ceecea4ecb844f3d3b10bba8bfc376/images/TPP70_01_S.jpg;https://shop.partydeco.pl/media/products/99ceecea4ecb844f3d3b10bba8bfc376/images/TPP70_02_S.jpg;https://shop.partydeco.pl/media/products/99ceecea4ecb844f3d3b10bba8bfc376/images/TPP70_03_S.jpg;https://shop.partydeco.pl/media/products/99ceecea4ecb844f3d3b10bba8bfc376/images/TPP70_04_S.jpg;https://shop.partydeco.pl/media/products/99ceecea4ecb844f3d3b10bba8bfc376/images/TPP70_op_01_S.jpg;https://shop.partydeco.pl/media/products/99ceecea4ecb844f3d3b10bba8bfc376/images/TPP70_05_S.jpg;https://shop.partydeco.pl/media/products/99ceecea4ecb844f3d3b10bba8bfc376/images/TPP70_06_S.jpg;https://shop.partydeco.pl/media/products/99ceecea4ecb844f3d3b10bba8bfc376/images/TPP70_07_S.jpg,"Products > Cups / Plates / Cutlery / Straws > Plates",Plates,5.26,23,6.47,PLN,1,300,,PK,6,1,25,48236910,CHN,28,1,22.5,0.084,"'Product is dedicated for adults.'"
"Paper Straws, rose gold, 19.5cm (1 pkt / 250 pc.)",SPP9M-019R-250,5900779115545,"Paper straws in rose gold colour, length approx. 19.5 cm. The goods cannot be sold on the German and Swiss market due to the internal legal regulations of Germany and Switzerland. Goods comply with European Union regulations.<BR>(1 pkt / 250 pc.)",https://shop.partydeco.pl/media/products/5183d737adfed23435a7792a9b487d47/images/SPP9M-019R-250_op_01_S.jpg;https://shop.partydeco.pl/media/products/5183d737adfed23435a7792a9b487d47/images/SPP9M-019R-250_01_S.jpg;https://shop.partydeco.pl/media/products/5183d737adfed23435a7792a9b487d47/images/SPP9M-019R-250_03_S.jpg;https://shop.partydeco.pl/media/products/5183d737adfed23435a7792a9b487d47/images/SPP9M-019R-250_08_S.jpg;https://shop.partydeco.pl/media/products/5183d737adfed23435a7792a9b487d47/images/SPP9M-019R-250_10_S.jpg;https://shop.partydeco.pl/media/products/5183d737adfed23435a7792a9b487d47/images/SPP9M-019R-250_16_S.jpg;https://shop.partydeco.pl/media/products/5183d737adfed23435a7792a9b487d47/images/SPP9M-019R-250_17_S.jpg;https://shop.partydeco.pl/media/products/5183d737adfed23435a7792a9b487d47/images/SPP9M-019R-250_20_S.jpg,"Products > Cups / Plates / Cutlery / Straws > Paper straws","Paper straws",20.57,23,25.30,PLN,1,300,,PK,250,1,40,48239085,CHN,17,6,20,0.311,"'The goods cannot be sold on the German and Swiss market due to the internal legal regulations of Germany and Switzerland. Goods comply with European Union regulations.'"
"Letter board Heart, mix, 31x29cm",TZL2-008,5900779117129,"Felt Letter board in the shape of a heart in a wooden frame in white colour. Set contains a board, a set of letters and numbers and a cotton bag. Size of the board approx. 31 x 29 cm.",https://shop.partydeco.pl/media/products/c0b509b18b8e4b49f9aa0ce1458e9fc9/images/TZL2-008_01_S.jpg;https://shop.partydeco.pl/media/products/c0b509b18b8e4b49f9aa0ce1458e9fc9/images/TZL2-008_02_S.jpg;https://shop.partydeco.pl/media/products/c0b509b18b8e4b49f9aa0ce1458e9fc9/images/TZL2-008_03_S.jpg;https://shop.partydeco.pl/media/products/c0b509b18b8e4b49f9aa0ce1458e9fc9/images/TZL2-008_04_S.jpg;https://shop.partydeco.pl/media/products/c0b509b18b8e4b49f9aa0ce1458e9fc9/images/TZL2-008_op_01_S.jpg;https://shop.partydeco.pl/media/products/c0b509b18b8e4b49f9aa0ce1458e9fc9/images/TZL2-008_05_S.jpg,"Products > Table numbers and inscriptions / Bottle accessories > Table numbers, inscriptions and tablets","Table numbers, inscriptions and tablets",33.79,23,41.56,PLN,0,0,2021-06-21,PC,1,1,10,63079091,CHN,31.5,2,30,0.506,
"Plates Football, mix, 18cm (1 pkt / 6 pc.)",TPP72,5900779119390,"Paper plates with matt print, diameter approx. 18 cm.<BR>(1 pkt / 6 pc.)",https://shop.partydeco.pl/media/products/67d61ffe98dfba7fb1cb4eb43faebd9a/images/TPP72_01_S.jpg;https://shop.partydeco.pl/media/products/67d61ffe98dfba7fb1cb4eb43faebd9a/images/TPP72_02_S.jpg;https://shop.partydeco.pl/media/products/67d61ffe98dfba7fb1cb4eb43faebd9a/images/TPP72_03_S.jpg;https://shop.partydeco.pl/media/products/67d61ffe98dfba7fb1cb4eb43faebd9a/images/TPP72_op_01_S.jpg;https://shop.partydeco.pl/media/products/67d61ffe98dfba7fb1cb4eb43faebd9a/images/TPP72_04_S.jpg;https://shop.partydeco.pl/media/products/67d61ffe98dfba7fb1cb4eb43faebd9a/images/TPP72_05_S.jpg;https://shop.partydeco.pl/media/products/67d61ffe98dfba7fb1cb4eb43faebd9a/images/TPP72_06_S.jpg;https://shop.partydeco.pl/media/products/67d61ffe98dfba7fb1cb4eb43faebd9a/images/TPP72_07_S.jpg,"Products > Cups / Plates / Cutlery / Straws > Plates",Plates,3.46,23,4.26,PLN,1,300,,PK,6,1,25,48236910,CHN,18,1,18,0.062,
"Flower crown, white, 17cm",WIAN1-008,5900779130852,"Flower crown in white colour, diameter approx. 17 cm.",https://shop.partydeco.pl/media/products/71246f2b9447d7089d8229b83c49e5ae/images/WIAN1-008_01_S.jpg;https://shop.partydeco.pl/media/products/71246f2b9447d7089d8229b83c49e5ae/images/WIAN1-008_02_S.jpg;https://shop.partydeco.pl/media/products/71246f2b9447d7089d8229b83c49e5ae/images/WIAN1-008_op_01_S.jpg,"Products > Costumes and accessories > Flower crowns and corsages","Flower crowns and corsages",10.45,23,12.85,PLN,1,300,,PC,1,1,10,95059000,CHN,23,21,5,0.035,
"Plates 18th Birthday, gold, 20cm (1 pkt / 6 pc.)",TPP73-18-019M,5900779118447,"Paper plates in gold metallic colour with white inscription 18th Birthday!, size approx. 20 x 17 cm.<BR>(1 pkt / 6 pc.)",https://shop.partydeco.pl/media/products/175c2de86c051e37e5587c680a76b022/images/TPP73-18-019M_01_S.jpg;https://shop.partydeco.pl/media/products/175c2de86c051e37e5587c680a76b022/images/TPP73-18-019M_02_S.jpg;https://shop.partydeco.pl/media/products/175c2de86c051e37e5587c680a76b022/images/TPP73-18-019M_03_S.jpg;https://shop.partydeco.pl/media/products/175c2de86c051e37e5587c680a76b022/images/TPP73-18-019M_op_01_S.jpg;https://shop.partydeco.pl/media/products/175c2de86c051e37e5587c680a76b022/images/TPP73-18-019M_04_S.jpg;https://shop.partydeco.pl/media/products/175c2de86c051e37e5587c680a76b022/images/TPP73-18-019M_05_S.jpg;https://shop.partydeco.pl/media/products/175c2de86c051e37e5587c680a76b022/images/TPP73-18-019M_06_S.jpg,"Products > Cups / Plates / Cutlery / Straws > Plates",Plates,4.82,23,5.93,PLN,1,300,,PK,6,1,25,48236910,CHN,20,0.5,20,0.052,
"Flower crown, mix, 17cm",WIAN2,5900779130883,"Flower crown in white and pink colour, diameter approx. 17 cm.",https://shop.partydeco.pl/media/products/79e22064fe28e74ae4574aa0431880f6/images/WIAN2_01_S.jpg;https://shop.partydeco.pl/media/products/79e22064fe28e74ae4574aa0431880f6/images/WIAN2_02_S.jpg;https://shop.partydeco.pl/media/products/79e22064fe28e74ae4574aa0431880f6/images/WIAN2_op_01_S.jpg,"Products > Costumes and accessories > Flower crowns and corsages","Flower crowns and corsages",10.45,23,12.85,PLN,1,300,,PC,1,1,10,95059000,CHN,23,21,5,0.035,
